Source,x,y,z,r1x,r1y,r1z,r2x,r2y,r2z
GROUND_TRUTH,-0.05480006078964628,0.09807449401359966,0.5039512274910102,0.9427187740350456,0.17005579309663155,0.19009960291854772,-0.9808108247847706,0.2741230636996277,0.09534753913601364
BASELINE,-0.18177583813667297,0.13341569900512695,0.582298994064331,1.3433301448822021,-0.2582036256790161,-0.4192580282688141,0.35698652267456055,-0.9596421718597412,1.4915878772735596
SNN,-0.033066876232624054,0.08974321186542511,0.45993340015411377,2.4816038608551025,0.3101239502429962,0.23750005662441254,-0.8576420545578003,-0.04962359368801117,1.3686848878860474
EARLY_FUSION,-0.045638520270586014,0.08397930860519409,0.4254756569862366,3.043928861618042,0.4360191226005554,0.3640400767326355,-1.2984614372253418,-0.2457466870546341,1.8354908227920532
